conversation,cluster_final,cluster_name,timestamp,failure_mode,in_scope
what is the annual rent that we are paying for our sto1 facility?,0,German Language - Mixed Content,2025-09-30T06:32:35.025488,Language Barrier + Mixed Scope,Partial
"on my paycheck, what does the line item 'did unv restk' mean?",2,Corporate Mixed Queries,2025-09-29T21:12:58.784375,No-Hit (Out-of-Scope),Partial
how much space is available at dfw010?,0,German Language - Mixed Content,2025-09-29T19:38:31.277602,Language Barrier + Mixed Scope,Partial
how much power is available at dfw010?,0,German Language - Mixed Content,2025-09-29T19:37:43.551764,Language Barrier + Mixed Scope,Partial
Can you give us the pricing for an extended cross connect between your facilities at 56 Marietta and 250 Williams?,4,Site Discovery & Location Queries,2025-09-29T19:34:21.866213,,Yes
do you know what the stat department is?,2,Corporate Mixed Queries,2025-09-29T19:03:22.832515,No-Hit (Out-of-Scope),Partial
"hello, what can you do that is different from copilot?",2,Corporate Mixed Queries,2025-09-29T18:18:05.381382,No-Hit (Out-of-Scope),Partial
"what are ther pcodes, chat the size of the fund?",2,Corporate Mixed Queries,2025-09-29T18:11:31.490856,No-Hit (Out-of-Scope),Partial
what were the key revenue drivers in chicago last month?,2,Corporate Mixed Queries,2025-09-29T18:07:28.538520,No-Hit (Out-of-Scope),Partial
Thank you!!!!,2,Corporate Mixed Queries,2025-09-29T16:45:49.591798,No-Hit (Out-of-Scope),Partial
How many markets do we have Service Fabric deployed in?,1,Connectivity & Cross-Connects,2025-09-29T16:15:31.869759,,Yes
how does nexus compare to gpt,2,Corporate Mixed Queries,2025-09-29T16:13:00.192537,No-Hit (Out-of-Scope),Partial
no; but if i can help in any way please let me know. ai fascinates me.,2,Corporate Mixed Queries,2025-09-29T16:12:35.437045,No-Hit (Out-of-Scope),Partial
if i ask for questions on a type of asset - spec sheet or drawings can you pull those?,3,Miscellaneous/Testing,2025-09-29T16:10:32.339620,No-Hit (Out-of-Scope),No
hwo do you insert a line break within a cell in excel,3,Miscellaneous/Testing,2025-09-29T16:08:51.161440,No-Hit (Out-of-Scope),No
hi nexus! can you help you me with going through my emails and chats to make a to do list,3,Miscellaneous/Testing,2025-09-29T16:07:56.406982,No-Hit (Out-of-Scope),No
Ashley Myatt,2,Corporate Mixed Queries,2025-09-29T15:46:17.534378,No-Hit (Out-of-Scope),Partial
NVIDIA ROFO,2,Corporate Mixed Queries,2025-09-29T15:45:43.066498,No-Hit (Out-of-Scope),Partial
sell me service fabric,1,Connectivity & Cross-Connects,2025-09-29T15:41:51.195011,,Yes
do you know who i am ?,2,Corporate Mixed Queries,2025-09-29T15:41:17.241238,No-Hit (Out-of-Scope),Partial
what about my own team?,2,Corporate Mixed Queries,2025-09-29T15:40:51.444019,No-Hit (Out-of-Scope),Partial
give me my team update,3,Miscellaneous/Testing,2025-09-29T15:38:56.473649,No-Hit (Out-of-Scope),No
"A customer is looking for 8 mW of capacity in Digital Realty Santa Clara, CA.  What facility would best be suited to sell this customer into?",0,German Language - Mixed Content,2025-09-29T15:29:55.962824,Language Barrier + Mixed Scope,Partial
what future capacity will we have in Chicago in 2026,0,German Language - Mixed Content,2025-09-29T15:28:12.932367,Language Barrier + Mixed Scope,Partial
VP compensation,2,Corporate Mixed Queries,2025-09-29T15:26:56.796625,No-Hit (Out-of-Scope),Partial
how much power is avaialbe in each suite?,0,German Language - Mixed Content,2025-09-29T15:26:35.046122,Language Barrier + Mixed Scope,Partial
can you give me all of the available capacity in each building?,0,German Language - Mixed Content,2025-09-29T15:25:43.202480,Language Barrier + Mixed Scope,Partial
What future capacity will coming to Chicago market in 2026,0,German Language - Mixed Content,2025-09-29T15:25:45.197249,Language Barrier + Mixed Scope,Partial
How much future capacity do we have in Chicago,0,German Language - Mixed Content,2025-09-29T15:25:13.588816,Language Barrier + Mixed Scope,Partial
how much space and power is available in PDX010,0,German Language - Mixed Content,2025-09-29T15:25:26.722779,Language Barrier + Mixed Scope,Partial
is there capacity in Portland,0,German Language - Mixed Content,2025-09-29T15:24:42.992786,Language Barrier + Mixed Scope,Partial
how much capacity is available in Chicago,0,German Language - Mixed Content,2025-09-29T15:18:46.821219,Language Barrier + Mixed Scope,Partial
what is our average pue across platform digital?,2,Corporate Mixed Queries,2025-09-29T15:14:10.258093,No-Hit (Out-of-Scope),Partial
what market has the most available capacity,0,German Language - Mixed Content,2025-09-29T15:11:50.217728,Language Barrier + Mixed Scope,Partial
what market has the most capacity,0,German Language - Mixed Content,2025-09-29T15:10:57.248434,Language Barrier + Mixed Scope,Partial
please convert the text based table into an excel table,3,Miscellaneous/Testing,2025-09-29T13:51:55.970991,No-Hit (Out-of-Scope),No
"create a table. the first column will include the markets, not sites, where servicefabric is available. additional column headers will use aws, microsoft, google and oracle. complete the table with an 'x' for each market where the given cloud provider is available on servicefabric locally.",1,Connectivity & Cross-Connects,2025-09-29T13:44:27.519418,,Yes
provide a list of each digital realty market with servicefabric available.,1,Connectivity & Cross-Connects,2025-09-29T13:41:41.993355,,Yes
london1 wat is de capaciteit>?,0,German Language - Mixed Content,2025-09-29T13:16:58.014672,Language Barrier + Mixed Scope,Partial
wat is de capaciteit van ams7?,0,German Language - Mixed Content,2025-09-29T13:15:39.135297,Language Barrier + Mixed Scope,Partial
servicefabric in jfk10?,1,Connectivity & Cross-Connects,2025-09-29T12:52:59.863119,,Yes
capacity of ath1,0,German Language - Mixed Content,2025-09-29T12:38:59.925675,Language Barrier + Mixed Scope,Partial
capacity of ath3,0,German Language - Mixed Content,2025-09-29T12:37:54.708734,Language Barrier + Mixed Scope,Partial
"Create a deployment checklist for a customer planning to roll out ServiceFabric-based services in three phases across NA, EMEA, and APAC",1,Connectivity & Cross-Connects,2025-09-29T12:23:00.641329,,Yes
what does sepr mean?,2,Corporate Mixed Queries,2025-09-29T12:00:59.188690,No-Hit (Out-of-Scope),Partial
do you hav weibull for me?,2,Corporate Mixed Queries,2025-09-29T11:44:04.510294,No-Hit (Out-of-Scope),Partial
Which Certificate do we have in Australia,2,Corporate Mixed Queries,2025-09-29T09:19:28.499135,No-Hit (Out-of-Scope),Partial
how does it work? make it understandable for a non-technical person,2,Corporate Mixed Queries,2025-09-29T08:43:31.314557,No-Hit (Out-of-Scope),Partial
what are the benefits for customers of service fabric?,1,Connectivity & Cross-Connects,2025-09-29T08:42:45.213086,,Yes
yes please send me details?,3,Miscellaneous/Testing,2025-09-29T07:43:10.729722,No-Hit (Out-of-Scope),No
what is the capacity of fra20?,0,German Language - Mixed Content,2025-09-29T07:42:27.997724,Language Barrier + Mixed Scope,Partial
in capacity kw?,0,German Language - Mixed Content,2025-09-29T07:40:55.996214,Language Barrier + Mixed Scope,Partial
what is the capacity of fra-20?,0,German Language - Mixed Content,2025-09-29T07:40:21.654311,Language Barrier + Mixed Scope,Partial
är cmh cubic meter per hour?,0,German Language - Mixed Content,2025-09-29T06:47:42.207724,Language Barrier + Mixed Scope,Partial
hur mycket är room unit air flow rate(dry) 29000 m³/h i cmh,0,German Language - Mixed Content,2025-09-29T06:46:39.143111,Language Barrier + Mixed Scope,Partial
Which Certificates do we have in the USA?,2,Corporate Mixed Queries,2025-09-29T06:27:09.138747,No-Hit (Out-of-Scope),Partial
100G AWS Cloud connect for MAA10 Chennai what  is location A end and B end,4,Site Discovery & Location Queries,2025-09-29T06:23:37.040405,,Yes
"i am asking a questions, van u reply",2,Corporate Mixed Queries,2025-09-29T01:27:26.185539,No-Hit (Out-of-Scope),Partial
Can we offer Service Fabric in Stockholm?,1,Connectivity & Cross-Connects,2025-09-28T12:21:54.376977,,Yes
what are the clear height requirements for CoRed?,0,German Language - Mixed Content,2025-09-27T18:54:13.100210,Language Barrier + Mixed Scope,Partial
are you able to tell me the compatability of the latest SoQ to my design documents?,3,Miscellaneous/Testing,2025-09-27T18:52:24.159934,No-Hit (Out-of-Scope),No
Tell me about Blue Sling,2,Corporate Mixed Queries,2025-09-26T23:23:08.117550,No-Hit (Out-of-Scope),Partial
whats the new features for nexus,2,Corporate Mixed Queries,2025-09-26T21:35:54.664993,No-Hit (Out-of-Scope),Partial
Who are the local cloud connectivity at Santa Clara campus?,4,Site Discovery & Location Queries,2025-09-26T21:16:44.527262,,Yes
Who are the local cloud connectivity in SFO?,4,Site Discovery & Location Queries,2025-09-26T21:15:36.225171,,Yes
how many cross connects do we have in each of these markets?,4,Site Discovery & Location Queries,2025-09-26T21:15:00.089682,,Yes
What are the Amsterdam Metro Service Provider Ecosystem numbers,4,Site Discovery & Location Queries,2025-09-26T21:14:23.806829,,Yes
how many cross connects do we have,4,Site Discovery & Location Queries,2025-09-26T21:12:27.759137,,Yes
how many locations have access to servicefabric,1,Connectivity & Cross-Connects,2025-09-26T21:11:14.999895,,Yes
what locations is servicefabric available?,1,Connectivity & Cross-Connects,2025-09-26T21:08:38.867529,,Yes
provide me with a consolidated income statement by quarter for the past 5 years,3,Miscellaneous/Testing,2025-09-26T21:07:54.527804,No-Hit (Out-of-Scope),No
Who are the local cloud connectivity in Amsterdam?,4,Site Discovery & Location Queries,2025-09-26T21:07:20.052095,,Yes
how much capacity do we have at 60 hudson street,0,German Language - Mixed Content,2025-09-26T20:09:22.725862,Language Barrier + Mixed Scope,Partial
"If a customer is expecting Cognet 10G Fiber to come to cage as a new circuit.  Cogent must provide the customer with the LOA, the customer must submit a cross connect order in the Marketplace Portal.",4,Site Discovery & Location Queries,2025-09-26T18:51:47.974719,,Yes
what do we charge to escalate a cross connect?,4,Site Discovery & Location Queries,2025-09-26T16:26:45.225819,,Yes
can you confirm the escalate cross connect fee?,4,Site Discovery & Location Queries,2025-09-26T16:25:56.556700,,Yes
quel est le process de novation ?,2,Corporate Mixed Queries,2025-09-26T16:05:06.435203,No-Hit (Out-of-Scope),Partial
xconnect/riserfiber_nrc description,4,Site Discovery & Location Queries,2025-09-26T15:34:14.326177,,Yes
carrier_connect catergory description,4,Site Discovery & Location Queries,2025-09-26T15:26:41.109958,,Yes
Who do we talk to about power at 32 Avenue of Americas?,0,German Language - Mixed Content,2025-09-26T15:11:24.120850,Language Barrier + Mixed Scope,Partial
Do we have connectivity with Nikhef Housing?,4,Site Discovery & Location Queries,2025-09-26T14:55:42.634063,,Yes
do we have connectivity with nikhef housing?,4,Site Discovery & Location Queries,2025-09-26T14:55:34.062146,,Yes
provide insights on the best connectivity solutions,4,Site Discovery & Location Queries,2025-09-26T14:53:47.542719,,Yes
explore capacity planning,0,German Language - Mixed Content,2025-09-26T14:51:06.417009,Language Barrier + Mixed Scope,Partial
how much white space capacity is available at ams17?,0,German Language - Mixed Content,2025-09-26T14:49:51.488626,Language Barrier + Mixed Scope,Partial
How much white space capacity is available at AMS17?,0,German Language - Mixed Content,2025-09-26T14:49:48.030266,Language Barrier + Mixed Scope,Partial
What the installed cross connect connectivity volume for AMS17?,4,Site Discovery & Location Queries,2025-09-26T14:48:02.667957,,Yes
what the installed cross connect connectivity volume for ams17?,4,Site Discovery & Location Queries,2025-09-26T14:47:58.551536,,Yes
What is the design capacity for AMS18?,0,German Language - Mixed Content,2025-09-26T14:45:53.453001,Language Barrier + Mixed Scope,Partial
what is the design capacity for ams18?,0,German Language - Mixed Content,2025-09-26T14:45:38.254595,Language Barrier + Mixed Scope,Partial
What is a waveserver?,2,Corporate Mixed Queries,2025-09-26T14:43:50.715675,No-Hit (Out-of-Scope),Partial
what is our executive standard template,3,Miscellaneous/Testing,2025-09-26T14:26:38.474453,No-Hit (Out-of-Scope),No
how can i create an executive summary,3,Miscellaneous/Testing,2025-09-26T14:26:09.626175,No-Hit (Out-of-Scope),No
can you provide single lines,3,Miscellaneous/Testing,2025-09-26T14:26:04.742996,No-Hit (Out-of-Scope),No
show me a site summary including availble capacity for LGW14,0,German Language - Mixed Content,2025-09-26T14:25:14.678633,Language Barrier + Mixed Scope,Partial
show me a site summary including availble capacity for LGW15,0,German Language - Mixed Content,2025-09-26T14:24:46.591025,Language Barrier + Mixed Scope,Partial
how many a are in the word ananas,2,Corporate Mixed Queries,2025-09-26T14:24:39.654418,No-Hit (Out-of-Scope),Partial
on a scala of 1 to 12 what is your favorite color of alphabet,2,Corporate Mixed Queries,2025-09-26T14:24:13.412368,No-Hit (Out-of-Scope),Partial
show me a site summary including availble capacity for LGW16,0,German Language - Mixed Content,2025-09-26T14:24:07.897333,Language Barrier + Mixed Scope,Partial
how many vrla batteries do we have installed in emea?,0,German Language - Mixed Content,2025-09-26T14:18:13.856456,Language Barrier + Mixed Scope,Partial
What are the total operational megawatts at LHR13,0,German Language - Mixed Content,2025-09-26T14:02:24.090609,Language Barrier + Mixed Scope,Partial
who achmed El mourabit?,2,Corporate Mixed Queries,2025-09-26T13:59:15.533759,No-Hit (Out-of-Scope),Partial
What are the operational total megawatts for this location?,0,German Language - Mixed Content,2025-09-26T13:55:57.917163,Language Barrier + Mixed Scope,Partial
"How is this revenue broken down, is it from Service Fabric connections or customers directly peering with the above providers",1,Connectivity & Cross-Connects,2025-09-26T13:54:51.642292,,Yes
Who is our biggest customer in terms of cross connect revenue,4,Site Discovery & Location Queries,2025-09-26T13:53:30.882872,,Yes
Please draft conversation script about not being online during workhours after already speaking about this prior,3,Miscellaneous/Testing,2025-09-26T13:51:24.259176,No-Hit (Out-of-Scope),No
what is de capacity of this datacenter?,0,German Language - Mixed Content,2025-09-26T13:28:22.101053,Language Barrier + Mixed Scope,Partial
"what solution would digital realty recommend to connect 60 hudson to 100 delawanna or 2 peekay? are there any already built-in solutions by digital realty? our ports are 100g, and we would prefer to have 2 independent paths connecting the sites. please share the capabilities and pricing.",4,Site Discovery & Location Queries,2025-09-26T13:26:22.785722,,Yes
what is foster fuels?,2,Corporate Mixed Queries,2025-09-26T13:10:34.902954,No-Hit (Out-of-Scope),Partial
what is IX,2,Corporate Mixed Queries,2025-09-26T12:51:11.320166,No-Hit (Out-of-Scope),Partial
what is external connect,4,Site Discovery & Location Queries,2025-09-26T12:49:30.791497,,Yes
What is the address and design megawatt of PDX10?,0,German Language - Mixed Content,2025-09-26T12:47:11.865915,Language Barrier + Mixed Scope,Partial
where do we have 10mw of capacity in 2027 in europe?,0,German Language - Mixed Content,2025-09-26T12:30:43.257681,Language Barrier + Mixed Scope,Partial
can you  get me the latest emea pricelist?,3,Miscellaneous/Testing,2025-09-26T12:30:21.052088,No-Hit (Out-of-Scope),No
whats the weather like for today,2,Corporate Mixed Queries,2025-09-26T12:03:53.129302,No-Hit (Out-of-Scope),Partial
related to generators,2,Corporate Mixed Queries,2025-09-26T11:48:50.017005,No-Hit (Out-of-Scope),Partial
co;nnecting a vista switch,4,Site Discovery & Location Queries,2025-09-26T11:47:57.255064,,Yes
what is the refrigeration cycle?,2,Corporate Mixed Queries,2025-09-26T11:45:54.652852,No-Hit (Out-of-Scope),Partial
what is a vista switch?,2,Corporate Mixed Queries,2025-09-26T11:44:57.654482,No-Hit (Out-of-Scope),Partial
"as im in rev ops, what use can you provide me",2,Corporate Mixed Queries,2025-09-26T11:29:13.122538,No-Hit (Out-of-Scope),Partial
4GB CDR means what,2,Corporate Mixed Queries,2025-09-26T10:52:16.681171,No-Hit (Out-of-Scope),Partial
Who all are connected in MAA 10 for network,4,Site Discovery & Location Queries,2025-09-26T10:51:21.204673,,Yes
Other than these which ISP can provide,4,Site Discovery & Location Queries,2025-09-26T10:49:55.169311,,Yes
we need total of 4GB CDR splited between 2 providers in a LAG and burst up to 10GB// in MAA 10,0,German Language - Mixed Content,2025-09-26T10:47:37.547131,Language Barrier + Mixed Scope,Partial
send me the datasheet for ZUR3,3,Miscellaneous/Testing,2025-09-26T10:21:53.872207,No-Hit (Out-of-Scope),No
get me the latest data sheet on ZUR3,3,Miscellaneous/Testing,2025-09-26T10:21:20.253468,No-Hit (Out-of-Scope),No
provide me with the latest global price list,3,Miscellaneous/Testing,2025-09-26T10:20:32.645939,No-Hit (Out-of-Scope),No
can you also help me with writing email etc?,3,Miscellaneous/Testing,2025-09-26T10:17:43.886854,No-Hit (Out-of-Scope),No
Who are the network porviders for this requirement in MAA10,4,Site Discovery & Location Queries,2025-09-26T10:13:11.949809,,Yes
what can you do differently from an llm like chatgpt,2,Corporate Mixed Queries,2025-09-26T10:12:46.918772,No-Hit (Out-of-Scope),Partial
we need total of 4GB CDR splited between 2 providers in a LAG and burst up to 10GB//,0,German Language - Mixed Content,2025-09-26T10:11:39.879502,Language Barrier + Mixed Scope,Partial
How much will it cost to order a cabinet there?,0,German Language - Mixed Content,2025-09-26T10:05:31.482790,Language Barrier + Mixed Scope,Partial
can you tell me the available capacity at lon1,0,German Language - Mixed Content,2025-09-26T10:03:57.373607,Language Barrier + Mixed Scope,Partial
what products are available in ZUR3?,2,Corporate Mixed Queries,2025-09-26T09:50:47.233417,No-Hit (Out-of-Scope),Partial
hur stor är sto1?,2,Corporate Mixed Queries,2025-09-26T09:07:33.002468,No-Hit (Out-of-Scope),Partial
i am in accounting i dont see what i could use these for to be honest,2,Corporate Mixed Queries,2025-09-26T07:28:19.524865,No-Hit (Out-of-Scope),Partial
are you like chaptgpt?,2,Corporate Mixed Queries,2025-09-26T07:16:22.452207,No-Hit (Out-of-Scope),Partial
"Customer Onextel has this requirement 
200 Mbps iLL from two distinct switches with 2 fiber cross connects
Require direct cloud connect cross connect for AWS, Azure, and Meta.
What are other questions or information required to prepare a solution",4,Site Discovery & Location Queries,2025-09-26T07:00:39.710481,,Yes
is the customer capacity in fra14 reached?,0,German Language - Mixed Content,2025-09-26T06:44:28.429959,Language Barrier + Mixed Scope,Partial
i meant the gom project from luke smedley,2,Corporate Mixed Queries,2025-09-26T06:39:53.951089,No-Hit (Out-of-Scope),Partial
where do i find information on gom?,2,Corporate Mixed Queries,2025-09-26T06:38:25.076762,No-Hit (Out-of-Scope),Partial
"•	Connectivity
o	Please provide the ILL requirement (capacity needed (gig), uptime) - 200 Mbps iLL from two distinct switches with 2 fiber cross connects.
o	Direct cloud connect – please highlight the requirements - Require direct cloud connect cross connect for AWS, Azure, and Meta.

more questions to prepare a solution",4,Site Discovery & Location Queries,2025-09-26T06:17:51.559256,,Yes
I need to know what's Exness Global's use case in regards to our Scale products. How ServiceFabric will enable them to have better connectivity and their use case.,1,Connectivity & Cross-Connects,2025-09-26T05:41:50.764190,,Yes
"What is PCT, PAM, Nvidia documentation, and the ServiceFabric Service Description?",1,Connectivity & Cross-Connects,2025-09-26T05:40:58.174230,,Yes
"id like you to give me details on component specific alarms, such as ""PB2 inverter fail"" or ""EEV2 error""",3,Miscellaneous/Testing,2025-09-26T05:21:47.845860,No-Hit (Out-of-Scope),No
"no that is all, i wanted to know what youre capability's limitations were.",2,Corporate Mixed Queries,2025-09-26T05:16:51.995369,No-Hit (Out-of-Scope),Partial
can you access whats inside that folder and tell me the name of that folder? This is a test to see if you are able to access links and navigate the folder.,3,Miscellaneous/Testing,2025-09-26T05:16:16.112382,No-Hit (Out-of-Scope),No
can you provide IAD44's turnover report master template folder link?,3,Miscellaneous/Testing,2025-09-26T05:10:14.828273,No-Hit (Out-of-Scope),No
Can you provide the sharepoint link to my buildings blueprint then?,3,Miscellaneous/Testing,2025-09-26T05:07:50.425418,No-Hit (Out-of-Scope),No
how does an evaporator coil freeze up,2,Corporate Mixed Queries,2025-09-26T04:33:17.709194,No-Hit (Out-of-Scope),Partial
is it okay for a CRAC to be blowing air over the evaporator coil if there is no cooling capacity,0,German Language - Mixed Content,2025-09-26T04:32:31.305793,Language Barrier + Mixed Scope,Partial
Tell me about what's the difference between Global Portal v1 and Global Portal v2,2,Corporate Mixed Queries,2025-09-26T04:05:13.043278,No-Hit (Out-of-Scope),Partial
can you format this as a downloable word document?,3,Miscellaneous/Testing,2025-09-26T01:51:50.947619,No-Hit (Out-of-Scope),No
no copy button on mobile device,2,Corporate Mixed Queries,2025-09-26T01:47:04.622977,No-Hit (Out-of-Scope),Partial
can you put together a checklist with the information a client must provide before we can prepare a colocation quote with service fabric?,1,Connectivity & Cross-Connects,2025-09-26T01:44:37.353919,,Yes
what products do you sell?,2,Corporate Mixed Queries,2025-09-25T21:21:29.354201,No-Hit (Out-of-Scope),Partial
how much capacity at dfw35?,0,German Language - Mixed Content,2025-09-25T19:16:57.178685,Language Barrier + Mixed Scope,Partial
how much capacity at dfw16?,0,German Language - Mixed Content,2025-09-25T19:15:49.947703,Language Barrier + Mixed Scope,Partial
how much capacity at dfw25?,0,German Language - Mixed Content,2025-09-25T19:15:14.611374,Language Barrier + Mixed Scope,Partial
how much capacity at dfw18?,0,German Language - Mixed Content,2025-09-25T19:14:02.068306,Language Barrier + Mixed Scope,Partial
how good is nexus compared to chatgpt5 ?,2,Corporate Mixed Queries,2025-09-25T16:30:00.204606,No-Hit (Out-of-Scope),Partial
what is your capacity vs chatgpt 5 ?,0,German Language - Mixed Content,2025-09-25T16:29:17.983808,Language Barrier + Mixed Scope,Partial
Is it possible to have a VAT taxable lease in Belgium,2,Corporate Mixed Queries,2025-09-25T15:28:30.688132,No-Hit (Out-of-Scope),Partial
can you tell me available kw for each of those properties?,0,German Language - Mixed Content,2025-09-25T15:22:40.749037,Language Barrier + Mixed Scope,Partial
what's the occupancy for each of our facilities in the united states?,0,German Language - Mixed Content,2025-09-25T15:21:46.257894,Language Barrier + Mixed Scope,Partial
explore AI,2,Corporate Mixed Queries,2025-09-25T15:12:21.865596,No-Hit (Out-of-Scope),Partial
what is the weather in estonia today,2,Corporate Mixed Queries,2025-09-25T15:09:38.754921,No-Hit (Out-of-Scope),Partial
could you help me to find the calendar of Q3 for accounting team,3,Miscellaneous/Testing,2025-09-25T15:07:54.198933,No-Hit (Out-of-Scope),No
what can you help me with?,2,Corporate Mixed Queries,2025-09-25T15:06:00.799425,No-Hit (Out-of-Scope),Partial
what's the total it capacity of this site?,0,German Language - Mixed Content,2025-09-25T15:04:54.257180,Language Barrier + Mixed Scope,Partial
Can we have your read thru contracts and tell us certain points from within?,3,Miscellaneous/Testing,2025-09-25T15:03:42.900967,No-Hit (Out-of-Scope),No
"Hi, could you introduce me what is Yardi",2,Corporate Mixed Queries,2025-09-25T15:03:24.209516,No-Hit (Out-of-Scope),Partial
is this better than the copilot in teams?,2,Corporate Mixed Queries,2025-09-25T15:00:31.515167,No-Hit (Out-of-Scope),Partial
"Current USD FX rates for GBP, EUR, SGD, AUD, CAD, JPY, HKD, KRW, SEK, DKK, CHF, KES, ZAR, NGN, GHS, IDR, CNY, MZN, ILS",2,Corporate Mixed Queries,2025-09-25T15:00:03.564424,No-Hit (Out-of-Scope),Partial
"USD FX rates forecast for GBP, EUR, SGD, AUD, CAD, JPY, HKD, KRW, SEK, DKK, CHF, KES, ZAR, NGN, GHS, IDR, CNY, MZN, ILS",2,Corporate Mixed Queries,2025-09-25T14:59:36.298622,No-Hit (Out-of-Scope),Partial
G&A forecast by month September-December 2025,2,Corporate Mixed Queries,2025-09-25T14:54:09.940132,No-Hit (Out-of-Scope),Partial
I have a client in with colocation in EWR21.  They would like to install a 5G router in their rack or potentially get satellite internet connections.  how would they go about doing this?,4,Site Discovery & Location Queries,2025-09-25T14:51:34.401157,,Yes
Show me those locations on a map,3,Miscellaneous/Testing,2025-09-25T14:50:56.366414,No-Hit (Out-of-Scope),No
show me those options on a map,2,Corporate Mixed Queries,2025-09-25T14:50:05.458094,No-Hit (Out-of-Scope),Partial
how can i use this ai to boost my productivity,2,Corporate Mixed Queries,2025-09-25T14:47:32.472754,No-Hit (Out-of-Scope),Partial
how many generators does that building have?,0,German Language - Mixed Content,2025-09-25T14:39:37.783175,Language Barrier + Mixed Scope,Partial
how many fuel tanks and gallons storage do we have at bldg l,0,German Language - Mixed Content,2025-09-25T14:38:59.161636,Language Barrier + Mixed Scope,Partial
What assets do we have in the netherlands?,2,Corporate Mixed Queries,2025-09-25T14:37:38.540497,No-Hit (Out-of-Scope),Partial
who is my supervisor?,2,Corporate Mixed Queries,2025-09-25T14:37:13.928761,No-Hit (Out-of-Scope),Partial
yes tax head in digital,2,Corporate Mixed Queries,2025-09-25T14:36:43.272131,No-Hit (Out-of-Scope),Partial
what's the WHT rate in the netherlands?,2,Corporate Mixed Queries,2025-09-25T14:36:16.375047,No-Hit (Out-of-Scope),Partial
Can you also tell me the p-code?,2,Corporate Mixed Queries,2025-09-25T14:34:51.037807,No-Hit (Out-of-Scope),Partial
what's my name,2,Corporate Mixed Queries,2025-09-25T14:34:36.811834,No-Hit (Out-of-Scope),Partial
who is my boss?,2,Corporate Mixed Queries,2025-09-25T14:34:03.744774,No-Hit (Out-of-Scope),Partial
please explain how to calculate VAT pro rata,3,Miscellaneous/Testing,2025-09-25T14:31:58.939057,No-Hit (Out-of-Scope),No
is there any capacity in fra7 avaialble ?,0,German Language - Mixed Content,2025-09-25T14:22:29.111589,Language Barrier + Mixed Scope,Partial
"how much available kw inventory do we have at 2323 bryan, suite 650?",0,German Language - Mixed Content,2025-09-25T14:20:20.887176,Language Barrier + Mixed Scope,Partial
ändra order anticipate and i anticipate that it will require higher pressure,2,Corporate Mixed Queries,2025-09-25T14:16:30.809497,No-Hit (Out-of-Scope),Partial
"nej rätta texten  här under för och skicka vidare på mejlhi marie, we have conducted a cfd test and the maximum kilowatt per high density rack is 24 kw.this is due to the power circuit the customer wants to have in the high-density cabinets. at the moment we have designed the deployment with 3 vented tiles wide cold aisle containment to save the space let in the room for the rest of the capacity is left to sell. the cfd test passed with 20 pa, and i believe we can cool down the heat with 18-20 pa, that said we must consult with facility team before we can give the final answer about the pa. additionally, if the customer wants to have 30 kw high density cabinet, then we have to give them four vented tiles wide cabinet and that will affect the remaining available space for future opportunities. the test i’ve conducted is with the busbars below the ceiling and if we move them beneath the raised floor it will affect the cooling and i believe it will require even more pa. not sure but i’ll conduct a cfd test for that scenario as soon as i’ve the time.  lastly, we have invited a contractor from denmark who has installed all busbars in cph3 to review the possibility of moving the busbars under the raised floor. they will be in stockholm on monday.  please let me know if the information above is clear, if not don’t hesitate to contact me.",0,German Language - Mixed Content,2025-09-25T14:13:19.042860,Language Barrier + Mixed Scope,Partial
"hi marie, we have conducted a cfd test and the maximum kilowatt per high density rack is 24 kw.this is due to the power circuit the customer wants to have in the high-density cabinets. at the moment we have designed the deployment with 3 vented tiles wide cold aisle containment to save the space let in the room for the rest of the capacity is left to sell. the cfd test passed with 20 pa, and i believe we can cool down the heat with 18-20 pa, that said we must consult with facility team before we can give the final answer about the pa. additionally, if the customer wants to have 30 kw high density cabinet, then we have to give them four vented tiles wide cabinet and that will affect the remaining available space for future opportunities. the test i’ve conducted is with the busbars below the ceiling and if we move them beneath the raised floor it will affect the cooling and i believe it will require even more pa. not sure but i’ll conduct a cfd test for that scenario as soon as i’ve the time.  lastly, we have invited a contractor from denmark who has installed all busbars in cph3 to review the possibility of moving the busbars under the raised floor. they will be in stockholm on monday.  please let me know if the information above is clear, if not don’t hesitate to contact me.",0,German Language - Mixed Content,2025-09-25T14:12:22.313382,Language Barrier + Mixed Scope,Partial
kan du rätta en text för mig?,3,Miscellaneous/Testing,2025-09-25T14:11:36.164744,No-Hit (Out-of-Scope),No
Create a RAMS for Working at height,2,Corporate Mixed Queries,2025-09-25T13:40:44.681103,No-Hit (Out-of-Scope),Partial
what capacity do we have in jfk10?,0,German Language - Mixed Content,2025-09-25T13:10:46.334394,Language Barrier + Mixed Scope,Partial
Make the following announcement more friendly:,2,Corporate Mixed Queries,2025-09-25T12:32:15.846815,No-Hit (Out-of-Scope),Partial
du behøver ikke have alle de samme ting som var med fra sidste mail,2,Corporate Mixed Queries,2025-09-25T12:21:47.860240,No-Hit (Out-of-Scope),Partial
